hoja,codigo,marca,modelo,feat,pos,anio,cant,costo,venta,dep
PARABRISAS,Euroglass,Audi,A4,Captor,PARABRISAS,,1,,,Principal
PARABRISAS,721830V,Chery,Tiggo 2,Antena,PARABRISAS,2018,1,,353355.0,Principal
PARABRISAS,082333V,Chevrolet,Montana,,PARABRISAS,2023,1,,,Principal
PARABRISAS,080232 D,Chevrolet,Astra,,PARABRISAS,2002,1,,256265.0,Principal
PARABRISAS,Original 086730,Chevrolet,Chevrolet 67/73,,PARABRISAS,1967/1973,1,,296900.0,Principal
PARABRISAS,081233 D,Chevrolet,Corsa,Antena,PARABRISAS,2012,1,,267420.0,Principal
PARABRISAS,080131 D,Chevrolet,Corsa 4300,,PARABRISAS,2001,2,,261965.0,Principal
PARABRISAS,Favicur,Chevrolet,Corsa Clasicc,S/Ant,PARABRISAS,,1,,261965.0,Principal
PARABRISAS,081031D,Chevrolet,Cruze 10,,PARABRISAS,2010,1,,300000.0,Principal
PARABRISAS,081032 D,Chevrolet,Cruze 10,Captor,PARABRISAS,2010,1,,313150.0,Principal
PARABRISAS,081630 V,Chevrolet,Cruze 16,,PARABRISAS,2016,2,,286100.0,Principal
PARABRISAS,082034V,Chevrolet,Cruze,Rsb/Cam,PARABRISAS,2020,1,,,Principal
PARABRISAS,081332V,Chevrolet,cobalt chino,,PARABRISAS,2013,1,,300960.0,Principal
PARABRISAS,081336V,Chevrolet,Cobalt,Captor,PARABRISAS,2013,1,,,Principal
PARABRISAS,081334V,Chevrolet,Onix 13,,PARABRISAS,2013,2,,273350.0,Principal
PARABRISAS,082030V,Chevrolet,Onix 20,,PARABRISAS,2020,1,,291600.0,Principal
PARABRISAS,089831 D,Chevrolet,S10,,PARABRISAS,1998,1,,256900.0,Principal
PARABRISAS,081231D,Chevrolet,S10 12,Captor,PARABRISAS,2012,3,,287900.0,Principal
PARABRISAS,081230D,Chevrolet,S10 12,,PARABRISAS,2012,4,,2.0,Principal
PARABRISAS,081735D,Chevrolet,S10 '19,,PARABRISAS,2019,2,,303250.0,Principal
PARABRISAS,082330D,Chevrolet,S10 '23,Camara,PARABRISAS,2023,2,,340755.0,Principal
PARABRISAS,081733D,Chevrolet,S10 17,Captor y Camara,PARABRISAS,2017,2,,371350.0,Principal
PARABRISAS,081732 V,Chevrolet,Spin,solo gps,PARABRISAS,2017,2,,314050.0,Principal
PARABRISAS,081331V,Chevrolet,Tracker,C/Vin,PARABRISAS,2013,1,,,Principal
PARABRISAS,081734V,Chevrolet,Tracker,camara sola,PARABRISAS,2017,1,,339980.0,Principal
PARABRISAS,82032,Chevrolet,Tracker,Captor,PARABRISAS,2020,2,,,Principal
PARABRISAS,082033V,Chevrolet,Tracker,Captor y Camara,PARABRISAS,2020,1,,382860.0,Principal
PARABRISAS,082031V,Chevrolet,Tracker,,PARABRISAS,2020,4,,339400.0,Principal
PARABRISAS,089830D,Chevrolet,Silverado 97/03,,PARABRISAS,1997/2003,2,,360200.0,Principal
PARABRISAS,080834D,Chevrolet,Spark,,PARABRISAS,2008,2,,,Principal
PARABRISAS,100730D,Citroen,C4,,PARABRISAS,2007,1,,316650.0,Principal
PARABRISAS,Favicur,Citroen,C3,Captor,PARABRISAS,2002,2,,257550.0,Principal
PARABRISAS,101131D,Citroen,C3 Picasso,Captor,PARABRISAS,2011,1,,349640.0,Principal
PARABRISAS,101332V,Citroen,C4 Lounge,,PARABRISAS,2013,1,,339675.0,Principal
PARABRISAS,101732V,Citroen,Cactus,Captor y Camara,PARABRISAS,2017,1,,342026.0,Principal
PARABRISAS,100930V,Citroen,DS3,Captor,PARABRISAS,2009,1,,383520.0,Principal
PARABRISAS,151432V,Dodge,Ram 1500/2500,Captor,PARABRISAS,2014,1,,,Principal
PARABRISAS,171732 V,Fiat,Argo Cronos Pulse,,PARABRISAS,2017,1,,295805.0,Principal
PARABRISAS,171731 D,Fiat,Argo Cronos Pulse,Captor,PARABRISAS,2017,1,,369970.0,Principal
PARABRISAS,178130D,Fiat,147/Fiorino,,PARABRISAS,1987,1,,325377.0,Principal
PARABRISAS,178935 D,Fiat,Duna/Uno,,PARABRISAS,1989,1,,250000.0,Principal
PARABRISAS,171230 D,Fiat,Palio 12,,PARABRISAS,2012,2,,284350.0,Principal
PARABRISAS,171231 D,Fiat,Palio 12,Captor,PARABRISAS,2012,1,,305450.0,Principal
PARABRISAS,Original,Fiat,Palio 12,,PARABRISAS,2012,1,,,Principal
PARABRISAS,179630 D,Fiat,Palio Siena,,PARABRISAS,1996,2,,242660.0,Principal
PARABRISAS,172030V,Fiat,Strada,,PARABRISAS,2020,1,,,Principal
PARABRISAS,170230 D,Fiat,Stilo,,PARABRISAS,2002,1,,356350.0,Principal
PARABRISAS,171635 V,Fiat,Toro,Sin Encapsular,PARABRISAS,2016,2,,285200.0,Principal
PARABRISAS,171636,Fiat,Toro,Captor,PARABRISAS,2016,2,,,Principal
PARABRISAS,172130 V,Fiat,Toro 21,,PARABRISAS,2021,3,,327500.0,Principal
PARABRISAS,172131 V,Fiat,Toro 21,Camara,PARABRISAS,2021,1,,383960.0,Principal
PARABRISAS,171030 D,Fiat,Uno10 Fiorino12,,PARABRISAS,2010,2,,298390.0,Principal
PARABRISAS,179732 V,Fiat,Uno Mille,Antena,PARABRISAS,1997,2,,248100.0,Principal
PARABRISAS,179530D,Fiat,Iveco Daily,,PARABRISAS,1995,5,,301850.0,Principal
PARABRISAS,Cristem,Fiat,Iveco Vertis,,PARABRISAS,,2,,433700.0,Principal
PARABRISAS,170831V,Fiat,Iveco Daily 2 /Master '97,,PARABRISAS,2008,1,,367650.0,Principal
PARABRISAS,179230D,Fiat,Eurocargo/Cursor/Tector,,PARABRISAS,1992,2,,334105.0,Principal
PARABRISAS,179631D,Fiat,Eurotrakker,,PARABRISAS,1996,1,,398900.0,Principal
PARABRISAS,177134D,Fiat,619,,PARABRISAS,1971,1,,300850.0,Principal
PARABRISAS,171530D,Fiat,Stralis,,PARABRISAS,2015,2,,433700.0,Principal
PARABRISAS,172132,Fiat,Pulse/ Fastback '22,Captor y Camara,PARABRISAS,2021,1,,,Principal
PARABRISAS,182534,Ford,Bronco Sport,Captor y Camara,PARABRISAS,2025,1,,,Principal
PARABRISAS,181330V,Ford,Ecosport 12,,PARABRISAS,2013,2,,296700.0,Principal
PARABRISAS,181331Chino,Ford,Ecosport 13,Captor,PARABRISAS,2013,4,,311760.0,Principal
PARABRISAS,181731V,Ford,Ecosport 17,Captor,PARABRISAS,2017,1,,314250.0,Principal
PARABRISAS,189630D,Ford,Escort Pointer,,PARABRISAS,1997,1,,322910.0,Principal
PARABRISAS,188830D,Ford,Escort,,PARABRISAS,1988/1996,1,,321260.0,Principal
PARABRISAS,189930D,Ford,F100 Duty,,PARABRISAS,1999,1,,304700.0,Principal
PARABRISAS,180230D,Ford,Fiesta 02,,PARABRISAS,2002,1,,295100.0,Principal
PARABRISAS,180831D,Ford,Focus 08,Captor,PARABRISAS,2008,1,,321400.0,Principal
PARABRISAS,180830D,Ford,Focus 08,,PARABRISAS,2008,2,,325600.0,Principal
PARABRISAS,189931D,Ford,Focus 99,,PARABRISAS,1999,1,,269160.0,Principal
PARABRISAS,181337V,Ford,Focus 13,,PARABRISAS,2013,3,,,Principal
PARABRISAS,181530V,Ford,Ka,,PARABRISAS,2015,1,,256300.0,Principal
PARABRISAS,181030V,Ford,Kinetic 10,,PARABRISAS,2010,1,,,Principal
PARABRISAS,,Ford,Kinetic 10,Captor,PARABRISAS,2010,1,,,Principal
PARABRISAS,Original,Ford,Kuga,Captor y Camara,PARABRISAS,,1,,,Principal
PARABRISAS,Original,Ford,Mondeo,Captor y Camara,PARABRISAS,2015,1,,,Principal
PARABRISAS,182230V,Ford,Maverick,Camara,PARABRISAS,2022,2,,499700.0,Principal
PARABRISAS,182532V,Ford,Maverick,Camara,PARABRISAS,2025,1,,,Principal
PARABRISAS,181230D,Ford,Ranger 12,,PARABRISAS,2012,1,,266460.0,Principal
PARABRISAS,181231D,Ford,Ranger 12,Captor,PARABRISAS,2012,1,,275100.0,Principal
PARABRISAS,181233D,Ford,Ranger 16,Captor y Camara,PARABRISAS,2016,3,,278500.0,Principal
PARABRISAS,181930D,Ford,Ranger 19,Captor y Camara,PARABRISAS,2019,1,,299550.0,Principal
PARABRISAS,189730D,Ford,Ranger 97,,PARABRISAS,1997,2,,246200.0,Principal
PARABRISAS,182330V,Ford,Ranger '23,,PARABRISAS,2023,1,,369300.0,Principal
PARABRISAS,182331V,Ford,Ranger '23,Camara,PARABRISAS,2023,2,,414800.0,Principal
PARABRISAS,Original,Ford,Transit,Captor,PARABRISAS,,1,,612100.0,Principal
PARABRISAS,Original,Ford,Territory,Captor,PARABRISAS,,1,,390800.0,Principal
PARABRISAS,189235D,Ford,P-UP 81/97,,PARABRISAS,1981/1997,1,,270550.0,Principal
PARABRISAS,187630V,Ford,P-UP 67/80,,PARABRISAS,1976,1,,322910.0,Principal
PARABRISAS,188530D,Ford,Cargo,,PARABRISAS,1985,1,,327890.0,Principal
PARABRISAS,181130D,Ford,Cargo,,PARABRISAS,2011,1,,383250.0,Principal
PARABRISAS,881830V,FOTON,TM1,,PARABRISAS,2018,1,,,Principal
PARABRISAS,451232D,Honda,Honda CR-V,,PARABRISAS,2012,1,,385600.0,Principal
PARABRISAS,450230V,Honda,Honda CR-V,,PARABRISAS,2002,1,,398850.0,Principal
PARABRISAS,450330D,Honda,Fit,,PARABRISAS,2003,1,,,Principal
PARABRISAS,450930D,Honda,Fit,,PARABRISAS,2009,1,,,Principal
PARABRISAS,452330V,Honda,ZRV,Captor y Camara,PARABRISAS,2023,1,,,Principal
PARABRISAS,469830D,Hyundai,Hyundai Atos,,PARABRISAS,1998,4,,476750.0,Principal
PARABRISAS,460830,Hyundai,Tucson,,PARABRISAS,2008,1,,,Principal
PARABRISAS,901830,Jac,S2,,PARABRISAS,2018,1,,,Principal
PARABRISAS,Original,Jeep,Cherokee,,PARABRISAS,2002,1,,264400.0,Principal
PARABRISAS,159731D,Jeep,Cherokee,Captor,PARABRISAS,1991/2001,1,,264400.0,Principal
PARABRISAS,151633D,Jeep,Compass,Captor,PARABRISAS,2016,1,,384700.0,Principal
PARABRISAS,151637,Jeep,Compass,Captor y Camara,PARABRISAS,2016,2,,,Principal
PARABRISAS,151631V,Jeep,Renegade,Captor,PARABRISAS,2016,2,,375300.0,Principal
PARABRISAS,210730D,Kia,Kia/Bongo/K2700,,PARABRISAS,2007,2,,323300.0,Principal
PARABRISAS,788930D,Rover,Rover 200,,PARABRISAS,1996,1,,418900.0,Principal
PARABRISAS,261430D,M.Benz,Actros,,PARABRISAS,2014,2,,474700.0,Principal
PARABRISAS,269230D,M.Benz,1633/1634,,PARABRISAS,1992,3,,326310.0,Principal
PARABRISAS,267830D,M.Benz,1517,,PARABRISAS,1978,1,,300900.0,Principal
PARABRISAS,267835D,M.Benz,608,,PARABRISAS,1978,1,,299300.0,Principal
PARABRISAS,260831D,M.Benz,Atego/Axor,,PARABRISAS,2008,2,,399600.0,Principal
PARABRISAS,260330D,M.Benz,Accelo,Antena,PARABRISAS,2003,1,,301690.0,Principal
PARABRISAS,261330D,M.Benz,Sprinter '13,,PARABRISAS,2013,2,,359670.0,Principal
PARABRISAS,269530D,M.Benz,Sprinter '95,,PARABRISAS,1995,1,,,Principal
PARABRISAS,268830D,M.Benz,1215/1722/710/713/1620,,PARABRISAS,1988,1,,300750.0,Principal
PARABRISAS,261935,M.Benz,Actros/ Arocs '19,Captor y Camara,PARABRISAS,2019,1,,,Principal
PARABRISAS,260731,M.Benz,Clase C,Captor,PARABRISAS,2007,1,,,Principal
PARABRISAS,,Mitsubishi,Hyundai,,PARABRISAS,,1,,,Principal
PARABRISAS,431731,Nissan,Frontier 15/ Alaskan,,PARABRISAS,2015,1,,316500.0,Principal
PARABRISAS,432231,Nissan,Frontier,Camara,PARABRISAS,2023,2,,,Principal
PARABRISAS,432131V,Nissan,Kicks 21,Camara,PARABRISAS,2021,2,,350650.0,Principal
PARABRISAS,431732D Brasilero,Nissan,Kicks,,PARABRISAS,2017,1,,303100.0,Principal
PARABRISAS,432031V,Nissan,Sentra,Camara,PARABRISAS,2020,2,,,Principal
PARABRISAS,431530V,Nissan,Versa,,PARABRISAS,2015,1,,325600.0,Principal
PARABRISAS,432331V,Nissan,X-Trail,Captor y Camara,PARABRISAS,2023,1,,,Principal
PARABRISAS,,Peugeot,206 Viejo,Captor,PARABRISAS,2005,1,,293200.0,Principal
PARABRISAS,301331V,Peugeot,208/2008,Captor,PARABRISAS,2013,3,,363900.0,Principal
PARABRISAS,301330V,Peugeot,208/2008,,PARABRISAS,2013,2,,315100.0,Principal
PARABRISAS,302031V,Peugeot,208,Captor y Camara,PARABRISAS,2020,1,,337200.0,Principal
PARABRISAS,302431V,Peugeot,2008 RSB CAM,Captor y Camara,PARABRISAS,2024,1,,,Principal
PARABRISAS,309530D,Peugeot,306,,PARABRISAS,1995,1,,306200.0,Principal
PARABRISAS,300235V,Peugeot,307,Captor,PARABRISAS,2002,1,,818200.0,Principal
